Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Energy Consumption,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,Proportion of Energy from Renewables,R&D Expenditure,Renewable Energy Patents,Innovation Index,GDP,Population,Government Policies,Renewable Energy Targets,Public-Private Partnerships in Energy,Energy Market Liberalization,Ease of Doing Business,Regulatory Quality,Political Stability,Control of Corruption,CO2 Emissions,Average Annual Temperature,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability
Russia,2014,Biomass,54675.72219,19797.55317,4389725244.0,579610.0332,663.6717299,0.5138197187,0.2201852694,666632284.0,65.06288817,1864347389.0,181,95.25894393,94866140169198,1440421480,0,1,1,0,61.72664848,3.001506558,1.037747087,4.091969225,84669.58324,-1.832171379,276.5433403,8.083316937,89.1169069,64.35040155
Japan,2011,Wind,20416.84288,20472.13186,8839381982.0,433917.1082,920.1336522,0.08920322854,0.2898599771,21238445.75,62.11169445,4319719663.0,670,6.578275832,96819945774351,462830408,0,0,0,0,95.92363205,2.84072336,0.49123746,7.355514408,16652.55315,-5.151749692,223.852536,8.801616707,67.01961482,61.11581262
France,2017,Geothermal,57918.8422,14800.4913,1729022566.0,273336.8659,489.7388744,0.03501543944,0.2493373629,19900597.92,88.0714091,2275310825.0,652,58.52125037,19007697358012,296763358,1,0,1,0,21.06789933,0.9927304822,3.638894634,9.026906641,123935.9841,25.68452731,173.2811657,1.545975866,57.39281241,25.66979079
USA,2008,Solar,14367.567714799066,5279.866044754978,2492954109.931949,636238.2923848398,938.7695021516588,0.8539552329661039,0.3440621180551523,630857097.3539498,97.2211533560254,2481782953.0843925,803,6.033395585946932,69047263966001,461411421,1,1,1,1,45.96668731153449,1.8701254293799352,2.9843135598155612,9.410995751850209,311303.56730422046,11.858476339580928,287.8840476269088,9.682626451409332,85.57566585805307,40.995687690956686
USA,2021,Wind,81854.1107,16760.73643,8814753836.0,376675.2246,698.7673197,0.7428809675,0.1144059926,139760571.9,14.56633042,3676153454.0,361,7.753866156,56296890735522,812391449,0,0,0,0,56.57989525,0.4219165508,5.46328584,6.413802561,265594.1228,16.21296583,178.3747954,0.2048309625,81.16198851,82.3566679
India,2012,Hydro,24730.40108,23691.74806,452852771.3,256111.7255,802.4293112,0.06571200509,0.208514459,463024370.8,81.57602657,334103776.9,558,13.27178175,97245795481892,195418145,1,1,0,1,94.91994657,8.102463352,2.512827586,9.808072095,335124.0632,15.12626116,279.5767377,6.257970766,23.14141494,30.85362505
Japan,2022,Hydro,64921.41138,4846.614051,2383288603.0,414466.1974,737.4348692,0.3749706138,0.3723842325,502845112.2,96.83287066,4239823598.0,360,73.4751955,54035433465150,463154136,1,0,0,0,20.49986588,1.120417532,0.1844730996,8.444380304,868511.8506,6.109659245,114.106754,2.806449231,89.35963637,95.63491172
Brazil,2013,Wind,32109.74826,18705.43606,6316313424.0,256900.915,996.4891898,0.09080158508,0.2565076812,167503873.5,80.64657441,8417325301.0,43,85.32928459,166927233909589,1341276265,1,1,1,0,78.62992021,2.957553767,6.728518763,9.937202082,445459.6692,31.06502116,292.1313327,9.676678475,56.19983843,1.206149846
Germany,2003,Wind,71178.71044,3958.74193,5244769944.0,718177.1811,931.2309644,0.4749536754,0.4249157668,282102479.1,94.59588818,48300317.97,913,11.90682577,185518248951882,70026770,1,1,1,0,8.666951632,3.11661547,9.940140301,9.485280107,947578.7203,11.21797056,269.205785,8.123798989,69.69466091,5.547195947
China,2008,Solar,33102.71656,13559.10133,4538364908.0,369075.0106,697.1780099,0.7896874393,0.2259427163,494996026.6,72.95599752,491409807.7,704,75.10441048,122813325529680,1340880388,1,0,0,0,0.5009448314,9.452848617,5.788818928,3.000919293,458117.9934,24.03241564,240.2002666,2.474752976,7.732847336,72.34850571
Canada,2023,Geothermal,6803.681075,1140.742547,1518907042.0,721387.0985,277.4104252,0.2297289764,0.07073305197,11060203.74,60.87444162,5423197075.0,876,47.72239336,61194191936436,867671508,0,1,0,0,88.10695699,6.296552265,9.70028054,2.99153663,578307.8097,-7.610763836,179.7302711,6.925394639,19.81250447,4.430063991
India,2003,Wind,47064.24583,10203.26477,9052044082.0,217183.5761,922.0086187,0.3062634512,0.2502879638,276780581.1,43.86687811,2140785224.0,555,74.50746258,4027248104423,1316539099,1,1,1,0,1.529130218,7.52020327,4.391160291,3.906966211,796363.7594,15.8315597,289.9378138,1.68272483,67.54835342,94.06081129
USA,2011,Solar,8300.688752,28239.02872,8811007665.0,259332.8709,425.9283423,0.04007883925,0.3723875622,870223267.5,42.96431361,9558378751.0,965,61.19178051,17836501783265,414882493,0,1,0,0,17.28456915,2.659633354,4.225321853,1.19436585,935391.8068,-4.487793482,266.8778808,6.549824732,66.37990717,82.20104549
Canada,2021,Hydro,54709.70525,44195.30188,6546779850.0,989145.1015,818.3366979,0.4885412272,0.4794070369,440358532.6,53.79745134,4088536081.0,662,33.03081612,199033268868034,1048881518,0,1,1,0,69.49776383,7.77139965,1.323869033,0.3879195579,811641.9314,15.75581859,231.1772727,14.53531091,39.87252585,99.9062555
France,2016,Geothermal,3041.19585058142,33237.94282438706,8835074387.395384,750755.521544312,813.8234477155659,0.8409533531322,0.453609154395359,103910454.53749532,4.000439168366143,8902429886.778637,109,21.725169913717213,46130825774594,728862260,1,0,0,1,60.11409526666398,9.490171375857193,2.4963741058068587,9.170667687662508,929273.3562660596,11.54069714789279,132.68792907660165,0.4830874712291716,54.350313928051754,16.090014749892834
Australia,2018,Geothermal,68416.59402767417,21486.501066351455,6697359027.071411,258670.70868072336,549.5134439982293,0.8444618996867459,0.4910847719333106,978593799.061906,96.08424243878125,6935822611.886535,910,49.774296370511486,137399167371285,418430669,0,0,1,0,7.0022922944736665,6.465903203924121,4.782393475652097,7.1595243731443095,496564.1205676619,28.075764118258377,145.35073787626914,13.113042921105093,55.662851756976096,8.162119335019858
Australia,2002,Wind,37859.25417136397,23152.621217592936,4508439379.103281,42480.08726146496,426.27258796125153,0.2387510943332038,0.2891456935403504,438776620.17452073,57.914631141908735,3409890009.250581,872,3.84402870071765,199431544827702,416478738,0,1,0,1,8.373285955455312,0.0651320270774757,4.730997043017337,6.834001828384853,92807.58651953068,31.521175765121537,281.302364145109,1.231383384900699,24.318610681195185,72.37870446749216
India,2010,Wind,86181.4956,29364.83672,8061894490.0,307022.7186,819.5383427,0.4170620376,0.4705204587,629185711.1,60.49519859,764708013.8,862,60.07232837,121877918392809,972580553,0,1,0,1,27.7136473,2.323996864,1.852634177,6.677348165,219518.7886,39.36854751,174.2156522,13.59729953,72.44580902,93.89917809
USA,2004,Hydro,61126.65359339689,9034.02918566272,3074963291.97112,290635.37319012143,434.22741267586343,0.2700741539817591,0.0980860370884822,623496491.4964076,19.34533645370977,9119583687.169489,729,91.87333894063644,53789077894696,819797049,0,1,1,1,87.88168512110741,5.958905736272815,3.192950276804345,7.815254188969235,667090.5920225745,25.97485751345056,134.46398487976913,5.327560456541344,5.525647585140314,72.48166960018051
France,2012,Biomass,96972.05172,10463.95131,581901738.7,769567.7951,267.2263893,0.428134095,0.06438572737,84697826.74,81.2553753,9608700547.0,33,87.42509844,25773678928052,891375666,0,1,1,1,10.85388392,1.217059421,9.313875297,3.955831304,218742.9336,31.41055583,168.910084,5.850210289,9.364393555,26.60710716
Brazil,2019,Hydro,76528.58115,10670.04272,9666198522.0,521615.0552,916.5379863,0.9730850306,0.1784914899,897451795.2,95.20191998,5770475295.0,413,30.97038288,171506155334765,1268716255,0,0,0,1,38.63843685,4.427745083,1.064308507,0.5076750437,885174.086,36.42095786,182.0971729,1.285243422,96.42375815,1.241003476
Russia,2016,Geothermal,50192.77155,48346.58085,7662453710.0,335259.7811,971.1482278,0.3073685487,0.24551462,383895244.5,8.680797089,2903915388.0,548,21.86791541,106500403338438,926122343,0,0,1,1,94.30460046,6.232586968,3.799054418,1.601845587,889231.1944,7.0508627,113.6419577,10.05384379,90.88578844,25.4955082
India,2006,Geothermal,8696.273736,19812.3691,4009563647.0,10568.40465,331.0941521,0.6696440824,0.3065457103,950808853.1,68.61313186,7231696374.0,645,92.82503785,176084829125133,132597000,1,0,1,0,77.9908067,5.95955723,2.732226612,0.3618339809,820036.814,26.30554386,247.4941721,8.139824583,31.93859483,46.93289375
Germany,2010,Geothermal,98976.51832,24090.45153,9819242826.0,760427.8868,847.6157623,0.474268504,0.3877349263,719542750.2,45.25634096,4193743260.0,427,56.89165275,171320607038419,693742615,0,0,0,0,30.87909848,6.012772555,9.469503366,6.273882906,515664.0286,28.99339779,186.5897625,0.05639986321,39.03880251,50.32001292
Brazil,2008,Geothermal,42647.11825354688,11459.95673314665,9839364069.987637,89908.83728924717,701.442138672446,0.278011607675279,0.0900607200223638,92760763.42287567,40.8093177574233,7540148301.518586,751,51.93886060067573,100466048384109,660921412,0,1,1,0,39.595486599513904,2.729712656760336,1.5982836550311386,6.600071465588769,452575.2900244378,33.8323666524632,258.25834253935125,11.509857978728204,69.97250396728255,72.80413631764068
Russia,2008,Hydro,93036.27766,26794.05891,4910764709.0,761260.3414,609.6553734,0.9426805929,0.1007778438,984086703.9,80.45432595,1089179967.0,299,54.11371621,92315751851568,765481753,1,1,1,1,21.58682333,3.150075222,9.002854391,4.294082584,655645.4567,29.53810716,269.0041827,12.30826362,55.6945872,97.62864487
Brazil,2007,Geothermal,88663.50523,27055.76431,8237641691.0,443411.6617,53.12683466,0.6998347514,0.3937424047,391547508.4,6.257085882,6250321571.0,347,73.0544251,155784281135223,594466125,0,0,1,0,63.11027136,7.537944363,1.559607066,5.376147897,503667.896,-9.892874546,278.6602838,11.18199471,46.48881736,84.62541313
Russia,2000,Solar,47030.79171,48375.49604,7283409894.0,505119.0509,239.5684075,0.8641483173,0.06889940737,588083836.0,60.13609315,7480461640.0,699,1.894199473,153634618216389,625791528,1,1,0,1,57.33406162,8.57330073,5.361911563,8.143094379,448503.0568,9.14021699,192.9510678,5.443136342,40.37201942,22.60191618
China,2004,Solar,69729.2335405353,33417.53379777269,4228679892.76665,184118.67561293405,843.3808239310939,0.4957803029516475,0.1033459667357515,977985049.7989004,8.815650653433805,8274800620.378337,557,30.249941338747455,46521458458190,581038203,1,0,0,0,74.2503016652889,1.4722837493216157,7.384195271419483,6.497804205538122,485104.0900858749,16.473885238160577,269.34796913399543,6.391889427879772,11.99536294185075,50.51667235173696
India,2016,Wind,37263.38493,16590.54741,5056093490.0,702165.1849,733.0587666,0.8057200859,0.1079745013,998237698.7,93.0700116,8711081565.0,771,78.24692622,92397174428648,1409019812,0,1,0,0,2.630649754,6.257843803,5.554797397,9.112615284,89362.91267,9.766381556,219.1703106,11.16226236,55.95980627,43.1881196
Japan,2016,Hydro,99468.62505,7522.574118,7750321155.0,654897.3205,382.259258,0.6630140012,0.36064846,867300234.5,79.63919449,2889215863.0,279,28.12696026,178279123836026,715361502,0,0,0,0,73.71902445,0.3732930906,6.945651718,0.7730958137,739157.6855,27.69831153,279.217808,9.815490962,61.06578861,51.15804128
Canada,2015,Wind,48263.29136,41308.88526,6894786716.0,805946.4432,482.8722435,0.05455612213,0.228420343,781765032.6,68.03290295,5841660669.0,66,61.55326394,123291071522102,1371614659,1,0,0,1,39.68559709,7.507399487,1.511729841,9.454082509,486332.3931,-7.394731315,253.5694355,12.31340347,84.40166643,21.45790559
UK,2015,Hydro,39616.866702720145,26222.46543492004,3874209347.663561,510746.3878671143,606.1844569167362,0.2384537841487781,0.1010664731209555,908223947.7568414,51.13600668506785,5811376676.243745,31,71.0590503056023,112899174737745,1334714713,0,1,0,1,67.48461330912914,2.4178820728429717,3.1037945556799187,5.925812682360552,888567.1686871459,-4.253911154287073,222.94293071397823,12.44468474778468,0.736670136486528,19.15940011918702
China,2006,Biomass,38987.06461,32238.71523,5871887759.0,157441.8269,52.5896584,0.3617354127,0.1817749193,336343317.4,88.65454002,4320273954.0,905,46.53893252,65763806577393,365755537,1,1,1,1,54.62297054,3.623492687,2.978836893,8.580316298,257753.7401,7.593284142,179.306973,11.61560828,10.08723282,96.25748831
Canada,2005,Geothermal,88574.52483465649,24951.276191736066,9260135402.191628,11577.012095714046,664.5307568632572,0.5502303821401682,0.0947126592666134,314056423.0133362,52.508411841675375,2707667517.6379576,469,88.5779540836726,140445649493747,1197559461,0,1,1,0,10.836350323044153,1.7582801841508022,8.614576004326896,4.517626931344304,324586.5322112176,31.511954539098156,289.49581947029367,10.60597833417436,24.180308615843195,5.93844779734739
India,2004,Geothermal,4017.497694,42607.69335,9610426510.0,9582.432887,651.0130834,0.2184600264,0.1742029428,49121689.95,59.20242503,612614902.5,977,70.85501997,80046927666704,1481644956,1,1,1,1,0.9453246612,6.702186223,4.829919688,5.039244905,191877.6961,33.21052992,170.4443278,0.6252547941,86.36482378,90.03526026
France,2011,Geothermal,40252.03045,2125.732259,382020770.3,167827.1356,357.2667337,0.9295067081,0.2732342986,133756353.2,86.39943165,4141553810.0,764,93.2438781,188349547290138,160661875,1,0,1,1,2.118526296,8.586374058,1.837153885,1.336738908,574971.2529,23.57429641,259.7407129,4.768246808,53.90052128,78.78657683
Japan,2018,Wind,40307.35213,41501.74316,8188065843.0,270003.8732,467.4035979,0.9458222737,0.06334072382,469686592.7,35.53486969,9958511832.0,995,35.13738749,111408905093768,665868047,1,0,1,1,10.67600601,7.849398508,4.564517617,6.526938199,537568.2217,39.27956676,255.4446394,13.36774777,61.16549448,7.973066615
Russia,2003,Wind,55537.55133,33731.48497,6740686168.0,329186.6541,164.5033064,0.16781966,0.4798671249,341292816.2,59.85114162,6153891488.0,823,37.94167249,31841151677352,900225728,1,1,0,0,33.19737743,4.148078609,5.680407915,6.043573347,150962.4746,20.31179281,199.0668592,6.117503315,63.15260384,56.66430243
Germany,2016,Solar,76580.49147,8525.391849,1259830493.0,828953.987,996.2026026,0.06915044653,0.1686440327,613497339.2,26.9982527,6695306014.0,750,78.07273786,161777270939737,1279007451,1,1,1,0,64.38361556,3.084860798,5.401222006,6.158434151,771712.6621,17.10048815,261.014929,11.13362266,16.02679939,4.753453102
Australia,2000,Hydro,92721.85586,26342.64803,6926365390.0,149481.9801,482.9298934,0.8422085093,0.05853034012,755350704.9,95.55906235,8579292532.0,974,78.63256282,196743994951372,461516736,1,1,1,1,35.35772267,6.224346135,5.379648105,7.280489749,13354.84608,-4.920956077,260.0347777,1.00696003,95.27790231,48.53765886
India,2019,Biomass,72401.44827,15649.01872,8368526660.0,726462.8721,491.6653891,0.3510975538,0.4219797874,370161096.2,73.64441953,7229796119.0,680,31.34763078,198166641293841,483395254,0,0,0,0,56.03262686,8.042027932,2.069058988,9.328182363,877092.7491,18.88246663,216.9160887,2.949943016,80.5029035,75.89318264
Russia,2009,Geothermal,38293.72026,49041.15943,6188427610.0,138017.6317,614.1420387,0.5933128464,0.1570557762,878649152.6,29.40115455,3963988283.0,194,7.049002642,63409519063679,1367249786,0,1,0,0,35.46605548,3.791894226,6.788256519,0.9347115268,443248.3038,32.0959887,134.0990915,11.38952551,5.463095316,1.720090213
USA,2008,Solar,63318.45692,29211.29018,3304665232.0,297752.6745,964.5670569,0.8454528287,0.2131442436,672038058.4,35.90422944,9767765990.0,447,89.00358403,96944360718723,1464727988,1,1,1,0,87.71181834,5.01707452,2.097086085,4.042931744,442154.7975,7.489668598,267.0968602,1.859885337,59.16007683,66.78784666
China,2017,Solar,70216.65616,45745.99575,2506045029.0,929106.505,175.7097921,0.244902847,0.2802533056,608607529.4,45.04010419,2447234965.0,144,69.55789016,54197488949663,742761219,0,0,0,1,98.64761193,1.703081239,3.840656997,0.5155968611,479181.5803,2.799455701,179.2234154,6.601225679,41.1015505,61.96040039
Japan,2000,Geothermal,13125.61683,38882.46675,5680587537.0,941555.5644,188.3447158,0.1597760637,0.3199494704,604615637.2,1.01365398,129905147.6,719,32.32939423,57697466433577,898232048,1,1,1,1,25.71692227,5.642515996,8.574791447,8.451028891,542695.8007,21.13475839,216.1575921,4.5197921,93.23375598,7.020951405
Australia,2010,Hydro,50710.53512,12721.36173,6990764755.0,54628.10459,756.1738653,0.1915467098,0.1823549521,979972911.3,30.01231269,6621653480.0,704,34.24750446,13189917712324,524970939,1,0,1,0,85.34551707,3.697624422,7.949241588,4.384206625,742374.9307,33.93172478,258.4852892,3.115318519,20.55124123,19.51625359
USA,2007,Wind,20038.80222,8259.017471,9419181797.0,306363.9825,930.0071016,0.7391338084,0.1220389535,803671457.6,32.27905492,3653174164.0,974,60.03777585,131536408869993,306286204,0,0,0,1,27.80917971,4.971384077,8.897181748,6.022181558,651050.7511,20.07670971,111.0119029,8.750365222,51.02831783,28.33694463
India,2009,Solar,66912.27564,23870.50063,5854195906.0,624375.8354,130.1512026,0.897441569,0.3333453725,134535095.5,76.49807062,8858262301.0,596,36.53125564,57926490296174,683691771,1,1,0,1,81.52681147,9.878105767,6.492719408,1.33791853,283483.4856,2.140281343,228.9786424,9.827374281,75.19586583,42.73335919
Japan,2014,Geothermal,99937.50372,31311.5192,2174338937.0,794551.3494,400.3070277,0.2315622344,0.1096799085,962094163.1,31.48638279,5043873878.0,327,30.36232397,70095657898708,1316926274,0,0,0,1,61.94399255,9.709183086,9.634891879,9.895375645,733067.6785,3.115881233,240.7894593,6.269445529,75.04635048,73.77312866
Germany,2007,Wind,35102.80525,17363.98591,5124903676.0,445969.3023,213.2713884,0.7056128083,0.4916142585,638573381.3,39.09763407,1364767503.0,8,33.42750839,117271182560054,810530992,0,0,0,1,34.93118694,3.686179904,1.545735253,4.847004218,965260.3146,26.76849879,256.6387011,6.997993179,48.36598429,90.633345
USA,2023,Biomass,57151.66443,36482.57081,958395998.4,827702.6952,156.2079186,0.7285666852,0.4154401271,219893042.2,15.86079362,8030572481.0,729,10.06915044,88321126391871,1120617693,0,0,0,0,56.84854173,4.434389699,3.207188823,7.733778532,784765.4307,19.12383092,142.8936728,1.260102623,37.90866114,50.13043185
China,2007,Wind,67002.19086003565,16903.416007415897,5120732214.372334,728686.7171688855,649.2535588967507,0.4324817195772271,0.1718081771083755,423806814.1687269,20.977542460640286,4750723366.1209135,753,18.580856642505697,152769796809866,91040521,1,1,1,0,92.50124237304568,6.030799005113946,5.685927982207891,8.682778334667118,916387.4064195548,25.895835642315205,142.39922099965855,9.981761147964018,52.007429143618225,81.27680292653423
China,2010,Biomass,51839.94504,39136.90817,787814441.1,134508.1719,486.760771,0.9796984818,0.2828747072,480905898.2,49.40370574,8947543337.0,328,56.2988343,106182226113728,123514566,1,0,1,0,60.93412537,6.109329242,9.726806639,2.777867032,402397.7686,10.16313073,228.8772084,9.834805422,78.79068384,10.69954546
Canada,2004,Geothermal,70308.73686,9897.992732,1694419770.0,793243.9105,480.4804987,0.6395343179,0.3169443498,100263952.0,18.83949017,129024912.0,622,81.48446693,67806986540941,840131116,1,0,0,1,67.22519481,1.427110419,9.595167551,0.09947587809,767987.958,30.03104104,145.7654353,2.516960119,45.62977074,51.60277841
China,2016,Hydro,10754.04029,48951.16369,7457090802.0,200545.7416,473.4493438,0.7116719179,0.1780568472,264185667.1,71.68543426,7929335248.0,339,15.22380856,156428270769312,435234423,1,0,0,1,58.67689556,8.884199394,8.466098106,8.745108215,325497.1739,28.49754709,263.3544534,1.229054051,27.22024985,7.829787719
Japan,2008,Solar,2019.241894468305,14698.95102223362,7475032443.390199,434160.46477158216,183.4186217926628,0.3315660026573149,0.3606264766740544,525779458.7426678,22.987913435339536,1626178725.8386478,820,64.20553381856101,145386490251870,194893168,0,1,0,0,33.387519667832144,1.0604968612699828,2.9693430458747674,2.2994316186906505,87857.42815842603,2.509890239747696,185.93731029683576,9.266023238610106,87.50992125219558,13.755870273648451
France,2001,Geothermal,50236.48289,11557.31036,1370375498.0,546625.4169,510.4308081,0.2927629923,0.2140272862,566580233.4,4.996900063,7866134801.0,569,0.23613177,108024858185699,1328815491,0,0,1,0,78.3372769,6.696144614,9.845316203,3.732937434,240983.7513,8.788121675,245.7803124,5.616524579,55.26526352,28.68082592
China,2018,Solar,12008.99864,46761.24702,1518153986.0,962880.4,421.68935,0.2853760594,0.2365370182,249704467.6,63.07713174,8087915475.0,491,74.27540184,116221292260782,1070850175,0,0,1,1,5.891221982,0.8645140968,2.800451109,3.277533919,45279.46435,37.02919424,206.52189,2.318061381,14.47117345,65.28514785
Canada,2022,Geothermal,78692.55635744242,49386.35605588571,5356680211.09053,542499.374451097,170.83634935519072,0.7456427499464829,0.3605143448751045,622010301.3253887,42.67439678644893,3303920602.5625334,961,50.384921432486195,188367936157902,677214905,0,0,0,1,2.490477702676208,0.3909279795259868,4.104928760971662,8.230374211180907,387733.88329752465,0.0327668040501194,107.6021927479389,11.493891414033412,52.877629316710795,40.11367799999959
Japan,2007,Biomass,47551.99459,9212.882894,6806365381.0,367672.2812,624.6905727,0.002083321476,0.335675502,477529688.0,98.54405595,4586320606.0,887,69.14230887,63057984113168,683233757,1,1,0,0,51.92555985,3.545856919,7.370509134,3.131376738,432162.6127,-9.095361997,245.5032282,12.56838683,22.34135993,58.49349118
Canada,2009,Biomass,46622.816291251,18202.097043674097,5057748068.494391,197691.73667944595,701.2205934294481,0.1131043372151291,0.461680148299482,696442776.779542,31.44986487591469,8072631.30495499,134,13.83894034398656,154622290216118,1390324326,1,1,1,0,41.80906116503517,0.1286028542780626,1.963098243500001,2.718900874093053,315682.06449705624,10.456415306538556,103.89949729241484,2.301053869695629,25.431768210374983,47.591360848557784
Canada,2006,Wind,61115.00838,1388.050797,1618033312.0,110329.8269,444.7606292,0.5316152671,0.1266728508,901479918.5,2.193762493,4576111321.0,425,7.036462102,194075539661033,481987364,1,1,1,1,53.90733394,4.763466965,7.914405821,8.527348575,772542.1198,23.07467641,293.3568187,1.787968175,83.01340632,31.01266422
UK,2005,Biomass,6149.533229075205,4553.888156681187,142670258.6908695,895818.6769701829,590.9860271756593,0.7574092273046739,0.3199138578053941,598022497.2781402,93.28403404663956,2522803019.3288956,113,77.37028092999735,121054568500476,27583167,1,1,0,0,54.448973676409786,2.9604963505877233,6.673067982345736,3.170684059119331,798578.3392796495,26.491794589618223,179.34201832978172,4.903127507178447,0.1037281225276243,50.25708403790259
USA,2020,Solar,20888.4064,43701.54177,7208631198.0,978496.2083,231.3214265,0.9078093561,0.08393895,903457183.3,18.66201141,6578260688.0,92,21.67713785,118314895756160,1090268228,1,1,1,1,98.32689622,8.928232087,9.483545642,6.066977751,865404.3266,-8.042860575,276.9425502,4.706978959,51.87107079,76.02361825
Japan,2015,Hydro,66211.15079,46492.02773,807916397.5,155304.1371,920.1954054,0.8540432773,0.1630488896,814811260.5,72.65612108,1494610682.0,579,3.233852641,65453239549379,507321556,0,0,1,0,13.42700396,3.644074958,9.638234211,3.482411607,153876.4338,29.02550893,280.5980176,12.23739236,78.42808102,2.743714292
Canada,2017,Biomass,25632.624747199257,25809.6789697412,474942597.6829259,285613.8336960128,938.786687475552,0.7914260544101398,0.1011132726754898,228018321.40526065,59.22754785312797,4953783866.944689,579,2.8646115234345126,63051326826901,301063850,1,0,0,0,48.85170370121477,6.0005010652270805,9.716029792509287,5.518994277383788,35649.95447424127,5.189092876762672,147.40462273300508,12.212911572880111,61.22570921482661,5.680006014810135
USA,2006,Hydro,81708.69439,22391.577,3216402624.0,812771.7122,204.6195237,0.4937115959,0.4121122645,548748664.2,11.55933845,3648364603.0,195,30.57760176,99367261243245,137393392,1,0,1,0,15.93706457,4.887361525,5.160634688,5.594752023,947026.8904,30.71040023,175.7093675,10.31543954,47.27215011,86.11228762
Germany,2003,Wind,54573.16224,46592.28527,3139694329.0,103446.9399,121.3823954,0.4318349669,0.2420206676,836391374.3,21.57637061,7210862269.0,785,49.12952826,184134384759431,1260116584,0,1,1,1,52.8158078,5.848937399,2.303577241,7.791024744,615412.847,18.86391679,258.2795923,2.214370837,83.03903643,11.05514773
Germany,2009,Solar,27352.13318,39713.10117,3792485166.0,601339.293,925.3608468,0.4036961831,0.193585826,154655702.1,61.81428089,8147618269.0,968,60.60123145,166181531151367,365305311,1,0,1,1,42.84365901,3.207842179,8.263673738,9.248236191,474689.4238,12.55405658,281.269269,13.30395182,44.68705513,14.47186115
Canada,2019,Biomass,39870.29466,5002.917349,4101297509.0,337348.0163,464.5123749,0.3477306924,0.3103292132,181513797.2,41.20526481,788746748.8,283,78.81524923,49789780458157,796254178,0,1,0,0,45.11978839,4.580682147,8.981316085,2.48764223,656717.1497,-5.468749457,173.8809257,11.08456406,73.73087168,14.99190358
Japan,2003,Solar,45979.23498,38349.32325,9746854344.0,378741.971,252.0025517,0.6396571016,0.3786335809,576176300.6,35.21892567,9087325615.0,563,73.17620661,117121294341354,1352457661,0,0,1,1,97.89219394,3.047275619,7.110037947,5.580473622,167060.8576,36.82737385,238.7026635,3.122453734,51.43669342,7.838564108
Brazil,2018,Wind,29374.43268,25633.35375,2905409782.0,924878.1309,26.62279606,0.8169096778,0.2410941746,961964889.4,63.09369706,7038085163.0,206,87.35812912,196872794944130,896220202,0,0,0,0,29.84130658,3.199159313,0.7303130635,1.947404087,297600.5902,27.06217716,248.7614582,14.05488613,49.95440277,97.41630033
Canada,2004,Wind,43857.64614,36478.99545,1324296797.0,490480.5278,130.6409524,0.0257823153,0.4351686889,959539792.0,84.68992222,5066875509.0,532,97.05080279,95288185375339,1082776033,1,0,1,0,11.76937515,5.294551626,8.190595244,1.533810792,170889.0811,24.32117993,139.0777205,10.293284,10.54447372,52.61188533
Japan,2004,Hydro,34898.43625,32027.01371,8021929483.0,917902.3446,352.1655453,0.8934930529,0.2183129798,991136766.7,97.60517743,4518720807.0,819,89.35927639,16917871942589,589188532,0,1,0,1,14.01920966,5.561161305,2.242430294,8.215318467,504298.1011,34.38131826,169.0044581,4.203417974,6.648126352,54.74528706
USA,2023,Biomass,85641.93195,49917.46282,7250973976.0,997714.8972,665.3751167,0.480316993,0.4466383844,962559748.8,74.68579275,550781261.1,513,73.33351681,697811553888,1028923305,1,0,1,0,20.53871224,0.5686021693,9.442280357,8.023805032,807388.8405,39.49481068,167.6153372,14.16213928,27.85919008,63.952372
Canada,2022,Geothermal,1469.066652,47934.54246,4020863345.0,119634.6244,369.5894563,0.6127917845,0.4626212424,591916419.1,32.28941141,7374984192.0,924,79.876976,135329336468415,316837510,0,0,1,0,84.88720405,3.357104612,0.6049431109,0.2020762947,671886.4051,24.84300026,235.5130518,4.539899196,54.10821904,71.00102049
Japan,2018,Wind,23512.87072,16067.28268,4915253596.0,332308.6746,23.18267516,0.9321064742,0.1006551146,255238717.0,35.91434989,3898029271.0,852,95.24017723,10437409036509,1295074456,1,0,0,1,46.41329447,0.07884917301,2.333290589,4.791636122,1550.814882,5.722649601,276.697017,5.400324129,30.73576652,51.98085161
China,2011,Wind,20656.90109,12704.78216,1321237475.0,477558.5819,370.2510217,0.03630747995,0.1521761058,713082645.0,41.84960131,9016907667.0,762,36.58142906,194589431957323,1412941468,0,1,1,0,27.16635206,8.022412648,1.961393537,4.680870985,209227.6449,5.399379822,122.9804365,8.283625531,99.84162114,41.43957253
USA,2011,Biomass,16939.04009,42792.32348,5916235088.0,105938.5881,641.3974486,0.9763948943,0.3106970521,948116403.2,68.68776005,4107166345.0,323,69.58412096,111497941087782,383256925,0,0,1,1,39.53142065,4.365997665,6.589034657,3.602068075,371139.8387,-5.673736589,269.2510612,10.40246146,83.13797999,95.49358089
USA,2006,Wind,31823.55158,18940.91764,7146855155.0,731107.3122,243.3060712,0.2192056687,0.05228354211,218685225.4,6.525396742,7581343330.0,493,1.69192546,115410973447683,464606904,1,0,0,1,92.31571231,2.117238688,3.640042554,8.812663767,290876.3095,25.99537137,148.6354546,10.95221099,97.48198099,15.71560619
